ExperimentFolder,Sample,AlignmentFolder
/groups/kishony/tami/2015_11_TB/,P7-Eta,709-Etaa/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P7-Lung1,709-L1a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P7-Lung2,709-L2/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P7-Lung3,709-L3a/sickle2050/pairedendtb
/groups/kishony/tami/2015_11_TB/,P7-Lung6,709-L6a/sickle2050/pairedendtb
